idx,sentence
825,"For example, when I tested the initial drop height of 2 M the amount of PE was 887 J, but when I tested the drop height of 5 M the amount of PE at the top of the initial drop was 2,179 J."
309,"The potential energy was 1 and the kinetic energy was 1172 Joules, so potential energy changed into kinetic energy."
565,"We need total energy because it basically splits itself between 2 energies, kinetic, and potential."
567,"E1: In this letter of recommendation, I will go over why my roller coaster will be fun, the science behind it, and what are the requirements for the roller coaster cart to get to the end."
101,"In my data I found that when the release height was 2 m, the potential energy at the top of the hill was 821 J and the KE at the bottom of the hill was 820 J."
578,My tests concluded that the hill has to be shorter than the initial drop.
250,If the drop height is lower than the hill the coaster car will go backwards.
179,Total energy is always the same as the PE at top of initial drop.
324,"Meanwhile the KE has 0 at the top while 2,442 at the bottom."
380,The higher the PE and KE higher the total energy will be.
786,"The relationship between KE and PE and total energy is that in a fiction-less world, the PE and the top of the initial drop is the total energy, and KE and PE switch off."
384,I believe they should do this because they will have enough KE from the initial drop to get around the hill.
345,"But if you have a ride with 2,400 that ride is going to be exciting.PE and KE can't both be low because they are opposites."
115,So that shows that the more mass the cart is the more energy the roller coaster is gonna have.
722,For example when I tested the drop height of 5 meter the PE was 2443 Joules.
342,"Dear Gonzales family, here is some feedback about roller coasters."
489,You want a lot of momentum since that creates more kinetic energy and it will be harder to slow down so my roller coaster won't stop.
739,E1: The drop height of my roller coaster design is 4 meters.
97,"I learned in my data that when the initial drop was 4 m, and the hill height was 3.25, the roller coaster made it over the hill."
13,This shows to have a exiting ride you want to a heavier cart mass to have a faster and more entertainment for the riders.
460,Why?
88,And be able to make it back to the start safely.
462,"With this design, the car will start at the top with a lot of potential energy."
75,When I had a drop of 5m I had 2424 total energy compared to 977 total energy with a drop of 2m.
701,Which had more energy then the 50kg car and the 40kg car.
470,"This is because the higher the initial drop, the higher the hill height can be and still have the cart get past.This will give more Potential energy, and at the bottom, more Kinetic energy."
244,"At the end of the coaster, there will be no PE and all KE."
407,"E1: Dear Mr. and Ms. Gonzales,"
673,The taller the hill the faster you can go so the initial drop height will matter.
38,E1: The science behind why my current roller coaster design will be exciting and will make it to the end of the ride without stopping.
810,So that is why the drop height should be more than the hill height.
76,This data shows that a higher initial drop gives the roller coaster more total energy.
237,This is because all the KE has not been built up yet.
634,But you may be thinking how can it get back up the starting point if they are at 2 different heights.
718,"To add, when the cart goes up a hill the PE will lower and the KE will get bigger, then it converts into PE, and KE again."
292,PE and KE can only be transformed into each other they can never be created or destroyed.
153,"And, when the mass was 56 kg, the total energy was 2193 J."
503,An object that is not moving has zero kinetic energy.
294,"This basically breaks down to PE = no movement, KE = movement."
217,At the top of the hill the PE is 1995 J and the KE should be at 0 J. Theoretically this means as the coaster car goes down the hill the PE will transfer over to KE making it equal around the middle of the hill.
226,"Finally, the mass has a big play in the speed and energy of the roller coaster for example."
488,The larger the mass the larger the momentum.
691,so that it will have enough energy to make it to the end of the track.
107,"So if the roller coaster wants to have a ton of energy, having a really tall initial drop would be the best way to do that."
589,I know this because in all of the tests I have made the higher the drop is the more total energy is involved with the simulation.
3,"First, you need a height that is higher than the hill so lets put it at 5.00m for the initial height and 3.00m for the hill."
676,"The cart will make it to the end because the amount of energey from the intial drop will be enough to go though the loops and, hill even if friction changing enrgey to thermal energey."
373,"E1: Dear Gonzalez Family,"
400,With a higher mass the more energy it will take for the cart to get over hills and loops.
577,I kept the highest height I experimented with and added hills onto it four different times.
838,"E1R: To have a fun and exciting rollercoaster, a recommendation I would make for the Gonzales family is to have the height of the initial drop be 5 meters, the height of the hill should be 2 meters, and the car mass should be 60 kg."
124,"But, adding the features that will make the roller coaster safe is necessary while building a roller coaster."
658,But as it gets up the hill the kinetic energy then turns into potential I know this throughout the trial initial drop.
638,It would then be the next peoples turn to go
37,I hope you learned what it takes to have a fun usable ride and will choose my design.
446,my third trail's hill height is 2.50 the pe top of initial drop is 1 ke top of initial drop is 1233 and the pe top of hill is 1221 ke top of hill is 2 and the total energy is 1223 and it didnt made it to the end.
241,"Now, we have to add a hill we need to make sure that the coaster car has enough speed to get over the hill."
569,To have more energy the height of the initial drop must be high.
57,"It, affects the ride because it has to be equal to be able to work."
364,"When the car mass was at 40kg with an itial drop height of 5.00 meters, the PE had a sum of 1955J."
111,The mass of the cart effects the KE and PE.
674,"E1: for starters, it has a 400 ft intial drop that is inverted."
140,"In my data, when the initial drop was 4 m, the PE at the top was 1643 J."
494,E1R: My team's roller coaster is the best design with much exciting parts and will make it to the end of the ride without stopping.
491,In conclusion the Gonzales Family should follow my recommendations about my best roller coaster design.
409,Making its drop height high would not only give it time to build velocity but also let you add more loops or hills to the track after the drop.
474,"This can be proven with total energy which is mechanical energy, combined with other energy."
758,"If you have a drop height of 4 meters, and a hill height of 5 meters, it is most likely that your car will not make it up the hill height."
224,If the drop height is lower than the hill the coaster car will go backwards.
763,"For example, in my trial where my mass was 40 kg, the PE was 1565 Joules, and my KE was 1565 Joules too."
90,"But, adding the features that will make the roller coaster safe is necessary while building a roller coaster."
539,You should choose the highest drop height to maximize the enjoyment of the ride and increase speed.
64,The bigger the mass is the more KE you will have at the bottom of the initial drop.
728,The change in PE and KE when going down the hill is when you first go down the hill it is a higher PE.
306,E1R: The drop height of my roller coaster design is 5 meters.
49,"The relation ship between mass, PE and KE is the bigger the mass the more PE you will have at the top of the initial drop."
285,The PE and KE depend on the height of the drop because the more the height is the more the PE will be a the top of the ride and the more the KE will be at the bottom of the ride.
440,That could be at the top of a hill or the bottom of a hill.
7,As the data shows PE at the top of initial drop was at 2446J and the PE and the top of the hill was 1474J creating a lot of KE to follow.
804,When it is friction less almost always the PE will go into KE when it is at the bottom of the ride.
542,"In trial 3 of adding hills, the hill height was 4 meters and the initial drop height was 5 meters."
787,"For example, when the drop height was 3 the PE was 1173 and the total energy was also 1173."
562,The total energy was 2932 joules.
745,"The height of the drop also relates to KE at the bottom, assuming there is no friction, the KE at the bottom will be the same as the PE at the top."
424,This way we can have the most energy possible.
468,"It can become diferent energy like thermal energy, but it will never go away."
120,Adding a hill is a good idea but if the hill is taller then the initial drop height then the roller coaster would not make it over the hill and to the end.
356,"For example when the release height was at 5.00 meters, the potential energy had 2443 Jules."
365,"When the car mass was at 60kg with an initial drop height of 5.00 meters, the PE had a sum of 2933J which was more likely to go up the hill and make it to the end of the coaster."
782,This is because we want more energy and for it to make it over the hills and around the loops.
152,"In my trial, when the car weighed 44 kg, the total energy was 1723 J."
202,"This process continues as the coaster goes through the various hills, drops, and loops of the ride."
52,"The science behind it is my car mass is as high as can be, the initial drop is as high as it can be, the hills are as high as they can be without being the same height or higher than the initial height."
473,"This is because the law of conservation of mas states that energy can't be created, or destroyed."
593,Because if you make the first hill or first loop taller than the initial drop then the roller coaster will roll back down the hill or loop and it will not make it over.
79,I know this because the potential energy and kinetic energy combined always equal the total energy in my data.
840,The PE and KE added up together always equal the TE because the PE chakinetic energy plus thenges into KE during the rollercoaster.
734,E1R: The drop height of my roller coaster design is 5 meters.
368,"When making roller coasters, It needs to be fun and exciting while still making it to the end of the ride."
197,"The ride will start at the top of the hill, where the coaster has the most potential energy."
702,In the real world the out come would be bifferent.
150,The mass of the cart effects the KE and PE.
30,"Lastly, you want to have a heavier cart mass."
161,"This is because you can get the maximum amount of energy from that height, so you will have more speed and velocity."
182,"When the KE and PE dont add up to the same thing as total energy, it doesn't mean that the energy just dissappear, but rather it changed into a unuseful energy such as thermal."
436,I hope you take my ideas into consideration and make the coaster the best it can be.
795,"For example, when the drop height was 3 the PE was 1173 joules and the total energy was also 1173 joules."
116,"So, the more energy the better, so making a cart with more mass would make the roller coaster better."
636,Making it impossible for the roller coaster to make it back up to the starting point.
230,These pieces of evidence prove that mass and energy have a big relationship with PE and KE.
108,The amount of PE at the top of the hill was always more then the KE at the top of the hill in the trials that I did.
688,then goes into a 3m loop.
98,"When the initial drop was 4 m, and the hill height was 5, the roller coaster did not make it over the hill and it didn't make it to the end of the track."
703,"Because, some of you energy would be turned into thermal energy."
686,"In the real world the out come would be bifferent because, some of you energy would be turned into thermal energy."
476,E1: My team's roller coaster is the best design with much exciting parts and will make it to the end of the ride without stopping.
180,"For example, when PE at top of drop was 1759J, if you look across it shows that the total energy was also 1759J."
85,If we give the car more mass the roller coaster will go at a faster and more exciting pace.
298,"E1R: Hey, Mr. Gonzales I've created a roller coaster design for you."
755,"What I saw in my data, was the total energy never went up or down."
453,Then it will be fun and faster roller coaster.
781,E1: The drop height of my roller coaster design is 5 meters.
803,Then when I changed to 5 meters the KE was 2697 Joules.
186,"For example, 50kg at car mass, means it would be about 2446 at initial drop."
302,"For example, when I tested the drop height of 2 meters, the potential energy was 1173 Joules."
682,but it also will take more energrey to get up the hills.
502,KE is a energy that a object has do to its motion the fast the object moves the greater the kinetic energy.
587,"E1R: In this letter of recommendation, I will go over why my roller coaster will be fun, the science behind it, and what are the requirements for the roller coaster cart to get to the end."
339,"But, if you cart weighs 60kg it will have a total energy of 2,937."
779,"This is because the more height, the more stored energy to get to the end."
452,Because the gravity will be pulled faster and the friction will get more energy.
36,This will create the most enjoyable ride for the riders.
414,Also note that the mass of the car will be a factor in the amount of total energy there is.
392,This is because it is stored energy.
555,We had our hill and initial drop height the same as in trial 1.
399,The mass in the car will effect the KE and PE in the roller coaster.
798,E1: The drop height of my roller coaster design is 5 meters.
757,This is all related to the drop height and hill height.
626,The roller coaster will get through the obstacle because it is carrying its same energy as the initial drop height.
290,One example i can give you is if you had a 5 meter initial drop and the hill is 10 meters high the car will not make it to the top of the hill.
398,The Law of Conservation says that energy can't be created or destroyed only converted and energy had not been converted yet because this was at the bottom of the initial drop.
437,E1R: My recommendation is we start out roller coaster's initial drop at the height of 5 meters.
451,The mass will be set to 50kg so it makes it heaveir to fall down the hill faster.
264,"Also, the drop height of my roller coaster design is 4.45 meters this is important because it makes the roller coster fast and goes up the hills and making it fun and not a boring ride."
789,"For example, if the cart is exactly halfway down the hill and the PE was 100 and Ke was 0 at the top."
585,This is because if the cart has more mass it will pick off more speed thus creating more kinetic energy and friction giving off more heat energy.
508,the law of conversation can not be created or destroyed but it can convert from one type of energy to another.
417,"In the end, the choice is yours, but I would recommend that if you want a faster coaster, make the car weigh more, but if you want it to be a little slower, make the cart a bit lighter."
331,Because if they are then the cart can't go over.
666,The same is with kinetic energy at the top it is at zero and at the bottom it has the same amount as the potential energy had at the top.
146,Because the energy will always be the same total energy so having a large amount of energy will make the ride better.
157,Using my data this proves that the higher the initial drop the more energy it has which the more energy the better the roller coaster.
211,This is because all the KE has not been built up yet.
310,"This is because potential energy changes into kinetic energy, and kinetic energy convert into potential energy, and then it repeats in a cycle."
9,"Lastly, you want to have a heavier cart mass."
343,"Roller coasters are fun and exciting because of initial height and hills.This is why, the height of your initial drop relates to your PE at the top and the KE at the bottom."
625,This obstacle is 3(meters) tall at the max point.
455,"This will give more Potential energy, and at the bottom, more Kinetic energy."
611,The total energy is determined by KE and PE when they are at their maximum energy.
447,So the best one would be the second one.
438,The joules that are part of the potential energy are equal to the total energy until the cart starts to move down the hill.
397,The total energy was also 977J.I think this happend because there would be no where for energy to be created or destroyed.
192,"The coaster gains speed and momentum, and as it approaches the bottom of the hill, it reaches its maximum kinetic energy."
299,PE and KE can only be transformed into each other they can never be created or destroyed it is a never ending cycle between each other.
55,This is also because the higher it is the less PE it has on the top and the more KE at the bottom.
53,The height of the initial drop needs to be an high as it can.
102,"When the release height was 4.75 m, the potential energy was 1950 J at the top of the hill and the KE was 1949 J at the bottom of the hil."
654,This proves 2 different ways how the initial height has to be higher than the hill itself.
767,"E1R: My teams roller coaster is striving for an exciting, scary, and safe ride."
92,"Then, it has enough energy to make it over the hill."
14,In conclusion I would recommend higher initial drop than the hill and a heavier cart mass to have the most TE you can have.
276,Lastly your mass shouldn't be huge but not small so right in the middle so the car can do the hills and all the stuff you want it to safely.
694,And hill even if friction changing enrgey to thermal energey.
648,The initial drop height will be higher than all my hills also.
572,One good way to have lots of potential energy is to start high up in the air.
358,"The higher the potential energy, the higher number of Jules for kinetic energy, which is needed to make it to the end of the ride."
774,This data shows that PE and KE transform into each other throughout the roller coaster.
699,that is a differants of 1m giving it plenty of energy to make it over.
836,"When the mass of the car was 40 kg the TE was 1,565 Joules, but when the car mass was 60 kg the TE was 2,348 Joules."
117,"When making the roller coaster, make a cart with more mass and a higher initial drop."
